nohup: ignoring input
/scratch/guerbuez/miniconda3/lib/python3.11/site-packages/torchmetrics/utilities/prints.py:43: UserWarning: The variance of predictions or target is close to zero. This can cause instability in Pearson correlationcoefficient, leading to wrong results. Consider re-scaling the input if possible or computing using alarger dtype (currently using torch.float32).
  warnings.warn(*args, **kwargs)  # noqa: B028
Epoch [21/100], Batch [87/147] train loss: 3112.13, train corr: 0.01830
Epoch [21/100], Batch [88/147] train loss: 2975.26, train corr: 0.02291
Epoch [21/100], Batch [89/147] train loss: 3008.48, train corr: 0.02061
Epoch [21/100], Batch [90/147] train loss: 2903.15, train corr: 0.02147
Epoch [21/100], Batch [91/147] train loss: 2696.90, train corr: 0.02270
Epoch [21/100], Batch [92/147] train loss: 2552.90, train corr: 0.01802
Epoch [21/100], Batch [93/147] train loss: 2344.10, train corr: 0.02224
Epoch [21/100], Batch [94/147] train loss: 2138.37, train corr: 0.02223
Epoch [21/100], Batch [95/147] train loss: 1781.10, train corr: 0.02413
Epoch [21/100], Batch [96/147] train loss: 1588.05, train corr: 0.01913
Epoch [21/100], Batch [97/147] train loss: 1424.25, train corr: 0.02511
Epoch [21/100], Batch [98/147] train loss: 1728.96, train corr: 0.02221
Epoch [21/100], Batch [99/147] train loss: 1636.86, train corr: 0.02149
Epoch [21/100], Batch [100/147] train loss: 1111.35, train corr: 0.02097
Epoch [21/100], Batch [101/147] train loss: 1221.11, train corr: 0.01947
Epoch [21/100], Batch [102/147] train loss: 1284.92, train corr: 0.01898
Epoch [21/100], Batch [103/147] train loss: 1255.10, train corr: 0.01859
Epoch [21/100], Batch [104/147] train loss: 1153.99, train corr: 0.02279
Epoch [21/100], Batch [105/147] train loss: 974.49, train corr: 0.01967
Epoch [21/100], Batch [106/147] train loss: 828.14, train corr: 0.01383
Epoch [21/100], Batch [107/147] train loss: 1025.09, train corr: -0.02862
Epoch [21/100], Batch [108/147] train loss: 794.33, train corr: -0.01262
Epoch [21/100], Batch [109/147] train loss: 809.69, train corr: 0.01652
Epoch [21/100], Batch [110/147] train loss: 898.23, train corr: 0.01728
Epoch [21/100], Batch [111/147] train loss: 902.88, train corr: 0.01753
Epoch [21/100], Batch [112/147] train loss: 820.60, train corr: 0.02052
Epoch [21/100], Batch [113/147] train loss: 731.05, train corr: 0.02035
Epoch [21/100], Batch [114/147] train loss: 718.39, train corr: 0.01029
Epoch [21/100], Batch [115/147] train loss: 664.37, train corr: 0.02118
Epoch [21/100], Batch [116/147] train loss: 664.78, train corr: 0.02247
Epoch [21/100], Batch [117/147] train loss: 662.69, train corr: 0.02273
Epoch [21/100], Batch [118/147] train loss: 649.59, train corr: 0.01653
Epoch [21/100], Batch [119/147] train loss: 860.60, train corr: 0.00410
Epoch [21/100], Batch [120/147] train loss: 1090.70, train corr: 0.02480
Epoch [21/100], Batch [121/147] train loss: 1648.76, train corr: 0.01686
Epoch [21/100], Batch [122/147] train loss: 1892.87, train corr: 0.02541
Epoch [21/100], Batch [123/147] train loss: 2227.45, train corr: 0.02248
Epoch [21/100], Batch [124/147] train loss: 2303.83, train corr: 0.02038
Epoch [21/100], Batch [125/147] train loss: 2426.74, train corr: 0.02687
Epoch [21/100], Batch [126/147] train loss: 2452.81, train corr: 0.01898
Epoch [21/100], Batch [127/147] train loss: 2339.70, train corr: 0.02319
Epoch [21/100], Batch [128/147] train loss: 2357.11, train corr: 0.02417
Epoch [21/100], Batch [129/147] train loss: 2186.77, train corr: 0.02543
Epoch [21/100], Batch [130/147] train loss: 2099.44, train corr: 0.02029
Epoch [21/100], Batch [131/147] train loss: 1818.38, train corr: 0.02269
Epoch [21/100], Batch [132/147] train loss: 1658.50, train corr: 0.02092
Epoch [21/100], Batch [133/147] train loss: 1392.53, train corr: 0.02058
Epoch [21/100], Batch [134/147] train loss: 1127.70, train corr: 0.02565
Epoch [21/100], Batch [135/147] train loss: 845.01, train corr: 0.02392
Epoch [21/100], Batch [136/147] train loss: 1489.55, train corr: -0.01578
Epoch [21/100], Batch [137/147] train loss: 1064.27, train corr: 0.02064
Epoch [21/100], Batch [138/147] train loss: 1297.28, train corr: 0.02433
Epoch [21/100], Batch [139/147] train loss: 1557.52, train corr: 0.02494
Epoch [21/100], Batch [140/147] train loss: 1717.48, train corr: 0.02644
Epoch [21/100], Batch [141/147] train loss: 1764.36, train corr: 0.02754
Epoch [21/100], Batch [142/147] train loss: 1836.24, train corr: 0.02770
Epoch [21/100], Batch [143/147] train loss: 1743.64, train corr: 0.02439
Epoch [21/100], Batch [144/147] train loss: 1558.78, train corr: 0.02616
Epoch [21/100], Batch [145/147] train loss: 1365.75, train corr: 0.02759
Epoch [21/100], Batch [146/147] train loss: 1262.41, train corr: 0.02709
Epoch [21/100], Batch [147/147] train loss: 1302.55, train corr: 0.03087
Epoch [21/100], validation loss: 1312.89, validation correlation: 0.02841
Epoch [22/100], Batch [1/147] train loss: 1243.14, train corr: 0.02732
Epoch [22/100], Batch [2/147] train loss: 966.46, train corr: 0.02627
Epoch [22/100], Batch [3/147] train loss: 990.07, train corr: 0.02733
Epoch [22/100], Batch [4/147] train loss: 900.04, train corr: 0.02648
Epoch [22/100], Batch [5/147] train loss: 882.60, train corr: 0.02363
Epoch [22/100], Batch [6/147] train loss: 861.59, train corr: 0.01797
Epoch [22/100], Batch [7/147] train loss: 786.52, train corr: 0.02253
Epoch [22/100], Batch [8/147] train loss: 743.87, train corr: 0.01413
Epoch [22/100], Batch [9/147] train loss: 685.21, train corr: 0.00286
Epoch [22/100], Batch [10/147] train loss: 802.42, train corr: -0.02243
Epoch [22/100], Batch [11/147] train loss: 974.95, train corr: 0.00565
Epoch [22/100], Batch [12/147] train loss: 1215.27, train corr: 0.01706
Epoch [22/100], Batch [13/147] train loss: 1424.67, train corr: 0.01767
Epoch [22/100], Batch [14/147] train loss: 1466.57, train corr: 0.02160
Epoch [22/100], Batch [15/147] train loss: 1531.78, train corr: 0.01961
Epoch [22/100], Batch [16/147] train loss: 1418.84, train corr: 0.01594
Epoch [22/100], Batch [17/147] train loss: 2922.19, train corr: 0.01457
Epoch [22/100], Batch [18/147] train loss: 1208.08, train corr: 0.01225
Epoch [22/100], Batch [19/147] train loss: 1922.53, train corr: 0.00237
Epoch [22/100], Batch [20/147] train loss: 795.56, train corr: -0.03455
Epoch [22/100], Batch [21/147] train loss: 2851.95, train corr: -0.03398
Epoch [22/100], Batch [22/147] train loss: 1089.36, train corr: 0.01090
Epoch [22/100], Batch [23/147] train loss: 1589.96, train corr: 0.02053
Epoch [22/100], Batch [24/147] train loss: 2006.62, train corr: 0.02262
Epoch [22/100], Batch [25/147] train loss: 2311.80, train corr: 0.02122
Epoch [22/100], Batch [26/147] train loss: 2691.54, train corr: 0.01490
Epoch [22/100], Batch [27/147] train loss: 2747.54, train corr: 0.02048
Epoch [22/100], Batch [28/147] train loss: 2844.67, train corr: 0.02440
Epoch [22/100], Batch [29/147] train loss: 2741.07, train corr: 0.02103
Epoch [22/100], Batch [30/147] train loss: 2827.04, train corr: 0.02427
Epoch [22/100], Batch [31/147] train loss: 2688.82, train corr: 0.02396
Epoch [22/100], Batch [32/147] train loss: 2562.23, train corr: 0.02143
Epoch [22/100], Batch [33/147] train loss: 2483.70, train corr: 0.02121
Epoch [22/100], Batch [34/147] train loss: 2248.69, train corr: 0.02739
Epoch [22/100], Batch [35/147] train loss: 2036.42, train corr: 0.02706
Epoch [22/100], Batch [36/147] train loss: 1849.80, train corr: 0.02480
Epoch [22/100], Batch [37/147] train loss: 1575.93, train corr: 0.02706
Epoch [22/100], Batch [38/147] train loss: 1326.58, train corr: 0.02402
Epoch [22/100], Batch [39/147] train loss: 1088.23, train corr: 0.02780
Epoch [22/100], Batch [40/147] train loss: 1777.21, train corr: 0.02841
Epoch [22/100], Batch [41/147] train loss: 1241.67, train corr: 0.02998
Epoch [22/100], Batch [42/147] train loss: 1015.00, train corr: 0.02801
Epoch [22/100], Batch [43/147] train loss: 1475.07, train corr: 0.01927
Epoch [22/100], Batch [44/147] train loss: 1244.06, train corr: 0.02318
Epoch [22/100], Batch [45/147] train loss: 1333.06, train corr: 0.02273
Epoch [22/100], Batch [46/147] train loss: 1221.39, train corr: 0.02282
Epoch [22/100], Batch [47/147] train loss: 1181.81, train corr: 0.01608
Epoch [22/100], Batch [48/147] train loss: 1049.45, train corr: 0.01532
Epoch [22/100], Batch [49/147] train loss: 871.71, train corr: -0.00622
Epoch [22/100], Batch [50/147] train loss: 1061.36, train corr: -0.03452
Epoch [22/100], Batch [51/147] train loss: 874.81, train corr: -0.03322
Epoch [22/100], Batch [52/147] train loss: 851.03, train corr: -0.02001
Epoch [22/100], Batch [53/147] train loss: 943.24, train corr: -0.01172
Epoch [22/100], Batch [54/147] train loss: 928.06, train corr: -0.00255
Epoch [22/100], Batch [55/147] train loss: 882.04, train corr: -0.01032
Epoch [22/100], Batch [56/147] train loss: 896.20, train corr: -0.02885
Epoch [22/100], Batch [57/147] train loss: 782.90, train corr: -0.03398
Epoch [22/100], Batch [58/147] train loss: 764.88, train corr: -0.02252
Epoch [22/100], Batch [59/147] train loss: 768.60, train corr: -0.01252
Epoch [22/100], Batch [60/147] train loss: 737.29, train corr: -0.00769
Epoch [22/100], Batch [61/147] train loss: 666.07, train corr: -0.01998
Epoch [22/100], Batch [62/147] train loss: 938.22, train corr: -0.03291
Epoch [22/100], Batch [63/147] train loss: 870.64, train corr: 0.01674
Epoch [22/100], Batch [64/147] train loss: 1093.13, train corr: 0.01962
Epoch [22/100], Batch [65/147] train loss: 1267.85, train corr: 0.02179
Epoch [22/100], Batch [66/147] train loss: 1399.71, train corr: 0.01894
Epoch [22/100], Batch [67/147] train loss: 1379.43, train corr: 0.02457
Epoch [22/100], Batch [68/147] train loss: 1393.09, train corr: 0.01767
Epoch [22/100], Batch [69/147] train loss: 1287.52, train corr: 0.02803
Epoch [22/100], Batch [70/147] train loss: 1188.78, train corr: 0.02649
Epoch [22/100], Batch [71/147] train loss: 1099.64, train corr: 0.02789
Epoch [22/100], Batch [72/147] train loss: 1001.47, train corr: 0.02460
Epoch [22/100], Batch [73/147] train loss: 1119.34, train corr: 0.02694
Epoch [22/100], Batch [74/147] train loss: 980.06, train corr: 0.02785
Epoch [22/100], Batch [75/147] train loss: 904.70, train corr: 0.02582
Epoch [22/100], Batch [76/147] train loss: 967.37, train corr: 0.02296
Epoch [22/100], Batch [77/147] train loss: 936.10, train corr: 0.02701
Epoch [22/100], Batch [78/147] train loss: 880.44, train corr: 0.02850
Epoch [22/100], Batch [79/147] train loss: 804.98, train corr: 0.02928
Epoch [22/100], Batch [80/147] train loss: 842.95, train corr: 0.02815
Epoch [22/100], Batch [81/147] train loss: 714.90, train corr: 0.03397
Epoch [22/100], Batch [82/147] train loss: 714.80, train corr: 0.03230
Epoch [22/100], Batch [83/147] train loss: 679.86, train corr: 0.02856
Epoch [22/100], Batch [84/147] train loss: 663.71, train corr: -0.00207
Epoch [22/100], Batch [85/147] train loss: 690.31, train corr: 0.01532
Epoch [22/100], Batch [86/147] train loss: 730.10, train corr: 0.02220
Epoch [22/100], Batch [87/147] train loss: 722.59, train corr: 0.01099
Epoch [22/100], Batch [88/147] train loss: 678.02, train corr: -0.00674
Epoch [22/100], Batch [89/147] train loss: 1032.86, train corr: -0.01377
Epoch [22/100], Batch [90/147] train loss: 1009.95, train corr: 0.02978
Epoch [22/100], Batch [91/147] train loss: 1285.02, train corr: 0.02593
Epoch [22/100], Batch [92/147] train loss: 1605.13, train corr: 0.02237
Epoch [22/100], Batch [93/147] train loss: 1731.08, train corr: 0.02686
Epoch [22/100], Batch [94/147] train loss: 1927.39, train corr: 0.02150
Epoch [22/100], Batch [95/147] train loss: 2206.31, train corr: 0.02442
Epoch [22/100], Batch [96/147] train loss: 1920.03, train corr: 0.02110
Epoch [22/100], Batch [97/147] train loss: 1908.20, train corr: 0.02374
Epoch [22/100], Batch [98/147] train loss: 1748.15, train corr: 0.02582
Epoch [22/100], Batch [99/147] train loss: 1646.33, train corr: 0.02650
Epoch [22/100], Batch [100/147] train loss: 1488.04, train corr: 0.02793
Epoch [22/100], Batch [101/147] train loss: 1378.84, train corr: 0.02712
Epoch [22/100], Batch [102/147] train loss: 1104.42, train corr: 0.02698
Epoch [22/100], Batch [103/147] train loss: 1054.54, train corr: 0.03030
Epoch [22/100], Batch [104/147] train loss: 1147.99, train corr: 0.03135
Epoch [22/100], Batch [105/147] train loss: 1034.17, train corr: 0.03371
Epoch [22/100], Batch [106/147] train loss: 796.44, train corr: 0.03326
Epoch [22/100], Batch [107/147] train loss: 744.80, train corr: 0.03086
Epoch [22/100], Batch [108/147] train loss: 717.31, train corr: 0.02040
Epoch [22/100], Batch [109/147] train loss: 674.28, train corr: -0.02135
Epoch [22/100], Batch [110/147] train loss: 1351.14, train corr: -0.02770
Epoch [22/100], Batch [111/147] train loss: 978.85, train corr: 0.01106
Epoch [22/100], Batch [112/147] train loss: 1301.10, train corr: 0.01368
Epoch [22/100], Batch [113/147] train loss: 1511.59, train corr: 0.01986
Epoch [22/100], Batch [114/147] train loss: 1684.91, train corr: 0.01668
Epoch [22/100], Batch [115/147] train loss: 1784.80, train corr: 0.01749
Epoch [22/100], Batch [116/147] train loss: 1730.69, train corr: 0.01928
Epoch [22/100], Batch [117/147] train loss: 1686.98, train corr: 0.01869
Epoch [22/100], Batch [118/147] train loss: 1670.73, train corr: 0.02026
Epoch [22/100], Batch [119/147] train loss: 1593.88, train corr: 0.01824
Epoch [22/100], Batch [120/147] train loss: 1473.20, train corr: 0.01788
Epoch [22/100], Batch [121/147] train loss: 1355.21, train corr: 0.01584
Epoch [22/100], Batch [122/147] train loss: 1206.79, train corr: 0.01455
Epoch [22/100], Batch [123/147] train loss: 1024.52, train corr: 0.01220
Epoch [22/100], Batch [124/147] train loss: 870.08, train corr: 0.00179
Epoch [22/100], Batch [125/147] train loss: 1014.55, train corr: -0.01149
Epoch [22/100], Batch [126/147] train loss: 1000.50, train corr: -0.01662
Epoch [22/100], Batch [127/147] train loss: 786.29, train corr: -0.01181
Epoch [22/100], Batch [128/147] train loss: 900.63, train corr: -0.01320
Epoch [22/100], Batch [129/147] train loss: 997.42, train corr: -0.01097
Epoch [22/100], Batch [130/147] train loss: 954.75, train corr: -0.01994
Epoch [22/100], Batch [131/147] train loss: 896.07, train corr: -0.02750
Epoch [22/100], Batch [132/147] train loss: 1047.55, train corr: -0.03175
Epoch [22/100], Batch [133/147] train loss: 1094.92, train corr: -0.00454
Epoch [22/100], Batch [134/147] train loss: 1296.40, train corr: 0.01437
Epoch [22/100], Batch [135/147] train loss: 1520.26, train corr: 0.01254
Epoch [22/100], Batch [136/147] train loss: 1579.56, train corr: 0.01769
Epoch [22/100], Batch [137/147] train loss: 2184.04, train corr: 0.01467
Epoch [22/100], Batch [138/147] train loss: 1589.42, train corr: 0.01915
Epoch [22/100], Batch [139/147] train loss: 1575.64, train corr: 0.01721
Epoch [22/100], Batch [140/147] train loss: 1493.59, train corr: 0.01253
Epoch [22/100], Batch [141/147] train loss: 1293.95, train corr: 0.02055
Epoch [22/100], Batch [142/147] train loss: 1242.82, train corr: 0.01269
Epoch [22/100], Batch [143/147] train loss: 1037.88, train corr: 0.01447
Epoch [22/100], Batch [144/147] train loss: 911.45, train corr: 0.01275
Epoch [22/100], Batch [145/147] train loss: 834.02, train corr: -0.01587
Epoch [22/100], Batch [146/147] train loss: 1478.52, train corr: -0.03430
Epoch [22/100], Batch [147/147] train loss: 973.63, train corr: 0.02245
Epoch [22/100], validation loss: 1559.25, validation correlation: 0.02290
Epoch [23/100], Batch [1/147] train loss: 1512.29, train corr: 0.01944
Epoch [23/100], Batch [2/147] train loss: 1829.58, train corr: 0.02390
Epoch [23/100], Batch [3/147] train loss: 2107.81, train corr: 0.02445
Epoch [23/100], Batch [4/147] train loss: 2218.83, train corr: 0.02306
Epoch [23/100], Batch [5/147] train loss: 2474.48, train corr: 0.01992
Epoch [23/100], Batch [6/147] train loss: 2397.83, train corr: 0.02051
Epoch [23/100], Batch [7/147] train loss: 2445.27, train corr: 0.02321
Epoch [23/100], Batch [8/147] train loss: 2255.84, train corr: 0.02643
Epoch [23/100], Batch [9/147] train loss: 2298.07, train corr: 0.02491
Epoch [23/100], Batch [10/147] train loss: 2226.17, train corr: 0.02245
Epoch [23/100], Batch [11/147] train loss: 2303.48, train corr: 0.02448
Epoch [23/100], Batch [12/147] train loss: 1917.93, train corr: 0.02475
Epoch [23/100], Batch [13/147] train loss: 1683.12, train corr: 0.02057
Epoch [23/100], Batch [14/147] train loss: 1524.32, train corr: 0.02470
Epoch [23/100], Batch [15/147] train loss: 1288.13, train corr: 0.02630
Epoch [23/100], Batch [16/147] train loss: 1226.15, train corr: 0.02487
Epoch [23/100], Batch [17/147] train loss: 1322.15, train corr: 0.02829
Epoch [23/100], Batch [18/147] train loss: 1024.37, train corr: 0.02401
Epoch [23/100], Batch [19/147] train loss: 946.46, train corr: 0.02882
Epoch [23/100], Batch [20/147] train loss: 943.70, train corr: 0.02880
Epoch [23/100], Batch [21/147] train loss: 863.78, train corr: 0.02876
Epoch [23/100], Batch [22/147] train loss: 793.69, train corr: 0.03019
Epoch [23/100], Batch [23/147] train loss: 822.71, train corr: 0.01631
Epoch [23/100], Batch [24/147] train loss: 772.24, train corr: 0.00081
Epoch [23/100], Batch [25/147] train loss: 800.74, train corr: 0.01623
Epoch [23/100], Batch [26/147] train loss: 932.23, train corr: 0.02354
Epoch [23/100], Batch [27/147] train loss: 915.93, train corr: 0.02698
Epoch [23/100], Batch [28/147] train loss: 934.47, train corr: 0.01493
Epoch [23/100], Batch [29/147] train loss: 934.69, train corr: -0.00577
Epoch [23/100], Batch [30/147] train loss: 854.53, train corr: -0.01842
Epoch [23/100], Batch [31/147] train loss: 2369.69, train corr: -0.01562
Epoch [23/100], Batch [32/147] train loss: 1469.80, train corr: 0.02788
Epoch [23/100], Batch [33/147] train loss: 2104.06, train corr: 0.02275
Epoch [23/100], Batch [34/147] train loss: 2799.83, train corr: 0.02008
Epoch [23/100], Batch [35/147] train loss: 3198.43, train corr: 0.02404
Epoch [23/100], Batch [36/147] train loss: 3468.70, train corr: 0.02337
Epoch [23/100], Batch [37/147] train loss: 3710.44, train corr: 0.02544
Epoch [23/100], Batch [38/147] train loss: 3844.29, train corr: 0.02179
Epoch [23/100], Batch [39/147] train loss: 4070.55, train corr: 0.02217
Epoch [23/100], Batch [40/147] train loss: 4183.94, train corr: 0.02207
Epoch [23/100], Batch [41/147] train loss: 4284.90, train corr: 0.02274
Epoch [23/100], Batch [42/147] train loss: 4259.73, train corr: 0.02565
Epoch [23/100], Batch [43/147] train loss: 4112.69, train corr: 0.02672
Epoch [23/100], Batch [44/147] train loss: 4013.31, train corr: 0.02470
Epoch [23/100], Batch [45/147] train loss: 10284.05, train corr: 0.02471
Epoch [23/100], Batch [46/147] train loss: 3872.92, train corr: 0.01929
Epoch [23/100], Batch [47/147] train loss: 3448.39, train corr: 0.02285
Epoch [23/100], Batch [48/147] train loss: 3236.94, train corr: 0.02446
Epoch [23/100], Batch [49/147] train loss: 3017.99, train corr: 0.02586
Epoch [23/100], Batch [50/147] train loss: 2811.78, train corr: 0.02547
Epoch [23/100], Batch [51/147] train loss: 2605.23, train corr: 0.02606
Epoch [23/100], Batch [52/147] train loss: 2290.87, train corr: 0.02551
Epoch [23/100], Batch [53/147] train loss: 2105.47, train corr: 0.02770
Epoch [23/100], Batch [54/147] train loss: 1743.49, train corr: 0.02552
Epoch [23/100], Batch [55/147] train loss: 1522.92, train corr: 0.02725
Epoch [23/100], Batch [56/147] train loss: 1299.29, train corr: 0.02733
Epoch [23/100], Batch [57/147] train loss: 1494.98, train corr: 0.02715
Epoch [23/100], Batch [58/147] train loss: 1743.24, train corr: 0.02924
Epoch [23/100], Batch [59/147] train loss: 985.77, train corr: 0.02779
Epoch [23/100], Batch [60/147] train loss: 1328.19, train corr: 0.02212
Epoch [23/100], Batch [61/147] train loss: 1089.22, train corr: 0.02173
Epoch [23/100], Batch [62/147] train loss: 1045.38, train corr: 0.02349
Epoch [23/100], Batch [63/147] train loss: 990.07, train corr: 0.01985
Epoch [23/100], Batch [64/147] train loss: 938.20, train corr: 0.01348
Epoch [23/100], Batch [65/147] train loss: 825.47, train corr: 0.00438
Epoch [23/100], Batch [66/147] train loss: 721.76, train corr: -0.02176
Epoch [23/100], Batch [67/147] train loss: 1608.96, train corr: -0.03065
Epoch [23/100], Batch [68/147] train loss: 912.28, train corr: 0.00097
Epoch [23/100], Batch [69/147] train loss: 1161.09, train corr: 0.01157
Epoch [23/100], Batch [70/147] train loss: 1389.54, train corr: 0.01138
Epoch [23/100], Batch [71/147] train loss: 1553.89, train corr: 0.01659
Epoch [23/100], Batch [72/147] train loss: 1717.39, train corr: 0.01657
Epoch [23/100], Batch [73/147] train loss: 1679.82, train corr: 0.01887
Epoch [23/100], Batch [74/147] train loss: 1743.10, train corr: 0.02234
Epoch [23/100], Batch [75/147] train loss: 1691.00, train corr: 0.01832
Epoch [23/100], Batch [76/147] train loss: 1663.46, train corr: 0.01744
Epoch [23/100], Batch [77/147] train loss: 1586.40, train corr: 0.02005
Epoch [23/100], Batch [78/147] train loss: 1455.27, train corr: 0.01725
Epoch [23/100], Batch [79/147] train loss: 1443.38, train corr: 0.01531
Epoch [23/100], Batch [80/147] train loss: 1377.17, train corr: 0.01929
Epoch [23/100], Batch [81/147] train loss: 1402.03, train corr: 0.01679
Epoch [23/100], Batch [82/147] train loss: 949.75, train corr: 0.01300
Epoch [23/100], Batch [83/147] train loss: 910.85, train corr: 0.00808
Epoch [23/100], Batch [84/147] train loss: 1028.57, train corr: -0.00109
Epoch [23/100], Batch [85/147] train loss: 806.92, train corr: -0.00259
Epoch [23/100], Batch [86/147] train loss: 730.97, train corr: -0.00648
Epoch [23/100], Batch [87/147] train loss: 740.95, train corr: -0.01439
Epoch [23/100], Batch [88/147] train loss: 748.83, train corr: -0.02332
Epoch [23/100], Batch [89/147] train loss: 879.47, train corr: -0.02275
Epoch [23/100], Batch [90/147] train loss: 961.37, train corr: 0.02463
Epoch [23/100], Batch [91/147] train loss: 1171.07, train corr: 0.02583
Epoch [23/100], Batch [92/147] train loss: 1280.54, train corr: 0.02657
Epoch [23/100], Batch [93/147] train loss: 1379.56, train corr: 0.02491
Epoch [23/100], Batch [94/147] train loss: 1406.65, train corr: 0.02269
Epoch [23/100], Batch [95/147] train loss: 1354.00, train corr: 0.02807
Epoch [23/100], Batch [96/147] train loss: 1285.78, train corr: 0.02744
Epoch [23/100], Batch [97/147] train loss: 1201.61, train corr: 0.02933
Epoch [23/100], Batch [98/147] train loss: 1122.32, train corr: 0.02964
Epoch [23/100], Batch [99/147] train loss: 1046.16, train corr: 0.02757
Epoch [23/100], Batch [100/147] train loss: 905.63, train corr: 0.03441
Epoch [23/100], Batch [101/147] train loss: 723.99, train corr: 0.02727
Epoch [23/100], Batch [102/147] train loss: 1544.23, train corr: -0.00042
Epoch [23/100], Batch [103/147] train loss: 1123.42, train corr: 0.02543
Epoch [23/100], Batch [104/147] train loss: 1531.17, train corr: 0.02165
Epoch [23/100], Batch [105/147] train loss: 1931.04, train corr: 0.02416
Epoch [23/100], Batch [106/147] train loss: 2109.66, train corr: 0.02240
Epoch [23/100], Batch [107/147] train loss: 2276.71, train corr: 0.02552
Epoch [23/100], Batch [108/147] train loss: 2473.14, train corr: 0.02524
Epoch [23/100], Batch [109/147] train loss: 2678.00, train corr: 0.02125
Epoch [23/100], Batch [110/147] train loss: 2793.52, train corr: 0.02467
Epoch [23/100], Batch [111/147] train loss: 2794.17, train corr: 0.02125
Epoch [23/100], Batch [112/147] train loss: 2705.13, train corr: 0.02344
Epoch [23/100], Batch [113/147] train loss: 2634.39, train corr: 0.02706
Epoch [23/100], Batch [114/147] train loss: 2629.43, train corr: 0.02466
Epoch [23/100], Batch [115/147] train loss: 2621.60, train corr: 0.02130
Epoch [23/100], Batch [116/147] train loss: 2473.60, train corr: 0.02335
Epoch [23/100], Batch [117/147] train loss: 2259.75, train corr: 0.02583
Epoch [23/100], Batch [118/147] train loss: 2210.29, train corr: 0.02311
Epoch [23/100], Batch [119/147] train loss: 2083.17, train corr: 0.02181
Epoch [23/100], Batch [120/147] train loss: 1854.78, train corr: 0.02537
Epoch [23/100], Batch [121/147] train loss: 1803.65, train corr: 0.02222
Epoch [23/100], Batch [122/147] train loss: 1566.60, train corr: 0.02641
Epoch [23/100], Batch [123/147] train loss: 1516.77, train corr: 0.01710
Epoch [23/100], Batch [124/147] train loss: 1314.83, train corr: 0.02191
Epoch [23/100], Batch [125/147] train loss: 1211.62, train corr: 0.02433
Epoch [23/100], Batch [126/147] train loss: 1141.55, train corr: 0.02471
Epoch [23/100], Batch [127/147] train loss: 1063.36, train corr: 0.02691
Epoch [23/100], Batch [128/147] train loss: 904.19, train corr: 0.02703
Epoch [23/100], Batch [129/147] train loss: 814.91, train corr: 0.02560
Epoch [23/100], Batch [130/147] train loss: 775.71, train corr: 0.02247
Epoch [23/100], Batch [131/147] train loss: 758.82, train corr: 0.01591
Epoch [23/100], Batch [132/147] train loss: 858.09, train corr: -0.01869
Epoch [23/100], Batch [133/147] train loss: 803.22, train corr: -0.00023
Epoch [23/100], Batch [134/147] train loss: 883.13, train corr: 0.00339
Epoch [23/100], Batch [135/147] train loss: 937.64, train corr: 0.00535
Epoch [23/100], Batch [136/147] train loss: 960.62, train corr: -0.00069
Epoch [23/100], Batch [137/147] train loss: 908.02, train corr: 0.00057
Epoch [23/100], Batch [138/147] train loss: 818.69, train corr: -0.00995
Epoch [23/100], Batch [139/147] train loss: 725.62, train corr: -0.02285
Epoch [23/100], Batch [140/147] train loss: 1385.14, train corr: -0.03005
Epoch [23/100], Batch [141/147] train loss: 863.38, train corr: 0.00316
Epoch [23/100], Batch [142/147] train loss: 1051.65, train corr: 0.01401
Epoch [23/100], Batch [143/147] train loss: 1237.53, train corr: 0.01769
Epoch [23/100], Batch [144/147] train loss: 1277.55, train corr: 0.01737
Epoch [23/100], Batch [145/147] train loss: 1345.89, train corr: 0.02208
Epoch [23/100], Batch [146/147] train loss: 1381.57, train corr: 0.02043
Epoch [23/100], Batch [147/147] train loss: 1333.82, train corr: 0.02127
Epoch [23/100], validation loss: 1408.09, validation correlation: 0.02108
Epoch [24/100], Batch [1/147] train loss: 1270.16, train corr: 0.02198
Epoch [24/100], Batch [2/147] train loss: 1229.47, train corr: 0.02373
Epoch [24/100], Batch [3/147] train loss: 1176.05, train corr: 0.02118
Epoch [24/100], Batch [4/147] train loss: 1089.98, train corr: 0.02169
Epoch [24/100], Batch [5/147] train loss: 1029.09, train corr: 0.01744
Epoch [24/100], Batch [6/147] train loss: 921.18, train corr: 0.02428
Epoch [24/100], Batch [7/147] train loss: 1077.95, train corr: 0.02161
Epoch [24/100], Batch [8/147] train loss: 792.54, train corr: 0.02418
Epoch [24/100], Batch [9/147] train loss: 769.31, train corr: 0.02253
Epoch [24/100], Batch [10/147] train loss: 803.83, train corr: 0.02422
Epoch [24/100], Batch [11/147] train loss: 799.69, train corr: 0.02338
Epoch [24/100], Batch [12/147] train loss: 774.30, train corr: 0.02091
Epoch [24/100], Batch [13/147] train loss: 704.53, train corr: 0.00575
Epoch [24/100], Batch [14/147] train loss: 863.35, train corr: -0.01881
Epoch [24/100], Batch [15/147] train loss: 844.89, train corr: 0.01152
Epoch [24/100], Batch [16/147] train loss: 991.35, train corr: 0.02076
Epoch [24/100], Batch [17/147] train loss: 1055.24, train corr: 0.01969
Epoch [24/100], Batch [18/147] train loss: 1088.31, train corr: 0.02285
Epoch [24/100], Batch [19/147] train loss: 1163.50, train corr: 0.01752
